"","young_1","young_2","young_3","young_4","young_5","young_6","young_7","young_8","young_9","young_10","young_11","young_12","old_1","old_2","old_3","old_4","old_5","old_6","old_7","old_8","old_9","old_10","old_11","old_12","old_13"
"NG-monomethyl-L-arginine",18.1260373593366,19.3353628516155,19.031171636155,18.9386656115257,18.9056321650138,19.3942313415719,18.5649383089742,19.1663025591795,19.1965748799312,18.3547038663648,17.8585701642022,19.0462725841188,19.292864360313,19.6952107527867,19.2944189029403,18.485701512821,18.6072210788391,19.6360677334716,18.7111583959462,18.5097531200367,18.4905231641096,18.8018803823542,18.2154952420728,19.4761702633001,19.3511143584476
"Norepinephrine",18.9268918791744,18.8195841408754,18.9173299114322,20.0681677089783,19.1054650595249,19.5151516120224,18.6274292907981,18.9213354408127,19.9388170090427,19.1031106534695,18.5052964472411,20.1491562121275,18.8712589639825,18.4842573725768,19.7297514012763,19.2314165983169,18.3377429812078,19.246775783227,18.7629605190539,19.5598224973632,17.9785058787559,19.1570849908901,18.525648466388,19.8103210972555,19.7291258063191
"Ornithine",19.9960688645412,20.8625881314513,19.4984841055704,20.5150614779123,21.3255516203844,20.2541661864713,22.211889518666,21.7091385452572,20.1173738882624,19.9084638660787,21.4162919141206,21.1615732963206,20.7323634802053,20.5553322519014,20.3215024828565,21.0604611790824,19.8222568023877,21.2228218206998,21.4527927631049,20.6439867463207,20.459375313994,20.6882762891454,20.7982657417138,21.6942077482484,21.4498644908984
"Phenylalanine",25.5996524449448,25.1566426768317,24.8149814559488,25.4842036234402,25.1822864221835,25.3751283521668,25.1781425604694,25.3900343297497,25.6451306304138,25.2819573283774,25.3793036528244,25.6045833568158,24.6600008527953,24.8402488717638,25.7326543283211,24.7399351896765,24.596466608669,24.4952006552301,24.9464543426157,25.0118146578504,24.8745169750426,24.652273311225,25.0658984665374,24.795669982695,24.91725305969
"Phosphocholine",18.9542445129067,19.0139915230642,19.0162353131486,18.6055082741612,18.6390804125297,18.9204420073173,18.433525000623,18.4657158281943,19.0348296272267,18.684704839757,18.9270237277368,18.9623805653591,18.6274494364197,18.4213079862684,18.6455514394172,18.1721036246818,18.4858385572356,18.3138623354322,18.4993719952512,18.4945026927833,18.4330941923395,18.0213660977218,18.1640771568978,18.568327162432,18.1377224460768
"Phosphoethanolamine",19.3428650775268,19.4479390895997,19.4018145573865,19.465197232104,19.4671279046689,19.5034057606637,19.3818509808468,19.34161584,19.53492371457,19.4203339998461,19.5023900886443,19.4541939391625,19.3307676699037,19.3995524089138,19.4589651274356,19.2170902412556,19.3814446398029,19.3304357191998,19.3220001376675,19.2313703052063,19.3465561938215,19.2217385263966,19.2776156051715,19.2443316339587,19.3510853897443
"Proline",24.2185349178966,24.7055978086068,24.9289216734119,26.1417452676583,24.7295270843121,25.6413033844485,23.8527650541548,24.4464861195708,24.7630996581428,25.3641142225441,24.4230763201077,24.7079856409155,24.5327288076131,24.3218342239222,25.0953595645507,22.7371547550247,23.7594080303653,24.1290876968758,22.9724411499231,23.7739571386917,23.6934696634895,23.1319522000672,24.5794396582135,23.3683781438673,23.9876974612088
"Purine",15.9747138665232,15.6918107008026,15.5635598390014,16.0517814521387,15.5097277891421,16.0748402253163,15.5333391927985,15.8725795098148,16.2602883917701,15.9218600830675,15.9211151180492,16.3892382958316,15.5460905674487,15.3470412942397,16.3777786377305,15.3233125828377,15.159393234415,15.2590903583139,15.2020150642949,15.6142871837907,15.4919866995116,15.090250748143,15.3912416893679,15.242134319117,15.458038221125
"Pyridoxine",21.5912882102397,21.1574497410048,20.9184560455942,21.4845208877606,20.9724799292673,21.3862391487231,21.3120255412556,20.7834098732483,21.6737013405698,21.4537604608165,21.0651377037,21.7489144961033,21.2468431533046,20.9780616838451,21.2489115352626,21.2404981869824,20.2891233542307,20.7805113378634,20.9393157535681,21.4198755697297,21.0698923839043,20.7366752011044,20.7236080781825,21.2554997030488,20.6397203493011
"Riboflavin",23.552897348527,23.2032606609112,22.3425890479693,22.5665440123483,21.0149695804597,22.8194749169136,22.0197906392082,21.6075770259287,23.2708883213742,23.3145978800642,21.2816772640556,22.9644921912215,22.4129515371325,22.5227943467976,22.3397036026808,21.3179809632331,21.6554959594543,21.0379696982257,22.7559775648884,22.5518103943256,22.1948724141023,22.0677433917626,21.0420488551567,20.3828502126692,21.342784047832
